"","PROVINCIA","ESTADILLO","NUMORDEN","ESPECIE","NUMERO","ALTUMED","REGENA"
"1556",18,1657,4,"93",NA,NA,"3"
"1557",18,1667,1,"24","6","65","0"
"1558",18,1667,2,"91",NA,NA,"3"
"1559",18,1672,1,"45","2","35","3"
"1560",18,1678,1,"95","5","24","2"
"1561",18,1678,2,"15",NA,NA,"1"
"1562",18,1691,1,"45","9","30","3"
"1563",18,1692,1,"45","1","30","3"
"1564",18,1694,1,"21","2","30","0"
"1565",18,1695,1,"45","9","30","3"
"1566",18,1696,1,"21","1","35","0"
"1567",18,1696,2,"25","1","35","0"
"1568",18,1698,1,"45",NA,NA,"3"
"1569",18,1699,1,"43",NA,NA,"3"
"1570",18,1699,2,"45",NA,NA,"2"
"1571",18,1701,1,"21","11","30","2"
"1572",18,1705,1,"43","2","30","3"
"1573",18,1707,1,"21","1","45","1"
"1574",18,1707,2,"43",NA,NA,"2"
"1575",18,1707,3,"45",NA,NA,"1"
"1576",18,1710,1,"45","27","30","3"
"1577",18,1711,1,"43","3","40","3"
"1578",18,1711,2,"45","3","35","3"
"1579",18,1719,1,"43","5","30","3"
"1580",18,1723,1,"45",NA,NA,"3"
"1581",18,1737,1,"37",NA,NA,"3"
"1582",18,1744,1,"24",NA,NA,"1"
"1583",18,1744,2,"26",NA,NA,"1"
"1584",18,1774,1,"25","1","25","0"
"1585",18,1774,2,"45","3","35","3"
"1586",18,1788,1,"26","1","40","0"
"1587",18,1788,2,"45","7","35","3"
"1588",18,1788,3,"37",NA,NA,"2"
"1589",18,1790,1,"95","8","20","0"
"1590",18,1791,1,"24","5","25","1"
"1591",18,1791,2,"37",NA,NA,"3"
"1592",18,1796,1,"24","7","20","1"
"1593",18,1796,2,"37",NA,NA,"1"
"1594",18,1802,1,"24","3","30","1"
"1595",18,1802,2,"91",NA,NA,"3"
"1596",18,1802,3,"66",NA,NA,"2"
"1597",18,1802,4,"37",NA,NA,"2"
"1598",18,1802,5,"6",NA,NA,"1"
"1599",18,1832,1,"66",NA,NA,"2"
"1600",18,1832,2,"28",NA,NA,"1"
"1601",18,1834,1,"24","2","35","0"
"1602",18,1834,2,"66","1","30","0"
"1603",18,1843,1,"24","4","25","0"
"1604",18,1844,1,"66","1","30","2"
"1605",18,1858,1,"58","1","85","0"
"1606",18,1858,2,"24",NA,NA,"1"
"1607",18,1859,1,"58","8","80","1"
"1608",18,1859,2,"15",NA,NA,"1"
"1609",18,1859,3,"25","1","30","1"
"1610",18,1579,1,"37",NA,NA,"2"
"1611",18,1580,1,"26",NA,NA,"3"
"1612",18,1582,1,"26",NA,NA,"2"
"1613",18,1582,2,"45","2","35","3"
"1614",18,1582,3,"37","1","30","3"
"1615",18,1586,1,"24","4","20","1"
"1616",18,1586,2,"37",NA,NA,"2"
"1617",18,1587,1,"26",NA,NA,"2"
"1618",18,1587,2,"24",NA,NA,"1"
"1619",18,1587,3,"37",NA,NA,"2"
"1620",18,1588,1,"45",NA,NA,"3"
"1621",18,1588,2,"24",NA,NA,"1"
"1622",18,1592,1,"26",NA,NA,"1"
"1623",18,1593,1,"26","2","19","3"
"1624",18,1593,2,"37",NA,NA,"2"
"1625",18,1597,1,"37",NA,NA,"2"
"1626",18,1598,1,"26","1","20","1"
"1627",18,1598,2,"91",NA,NA,"3"
"1628",18,1600,1,"24","6","25","1"
"1629",18,1600,2,"37",NA,NA,"2"
"1630",18,1601,1,"24",NA,NA,"1"
"1631",18,1601,2,"37",NA,NA,"3"
"1632",18,1603,1,"24",NA,NA,"1"
"1633",18,1603,2,"37",NA,NA,"3"
"1634",18,1607,1,"37","1","25","2"
"1635",18,1608,1,"26",NA,NA,"1"
"1636",18,1611,1,"24",NA,NA,"1"
"1637",18,1611,2,"45",NA,NA,"3"
"1638",18,1612,1,"26",NA,NA,"2"
"1639",18,1612,2,"37",NA,NA,"2"
"1640",18,1618,1,"45",NA,NA,"3"
"1641",18,1624,1,"26",NA,NA,"1"
"1642",18,1628,1,"45",NA,NA,"3"
"1643",18,1628,2,"37",NA,NA,"3"
"1644",18,1631,1,"24","3","25","3"
"1645",18,1631,2,"37",NA,NA,"3"
"1646",18,1631,3,"91",NA,NA,"3"
"1647",18,1633,1,"24",NA,NA,"1"
"1648",18,1633,2,"91",NA,NA,"3"
"1649",18,1633,3,"37",NA,NA,"1"
"1650",18,1635,1,"24","3","30","1"
"1651",18,1636,1,"24","13","30","0"
"1652",18,1638,1,"26",NA,NA,"2"
"1653",18,1642,1,"26",NA,NA,"2"
"1654",18,1642,2,"24",NA,NA,"1"
"1655",18,1642,3,"37",NA,NA,"3"
"1656",18,1643,1,"26","3","25","0"
"1657",18,1643,2,"37",NA,NA,"3"
"1658",18,1645,1,"26","1","35","1"
"1659",18,1645,2,"37",NA,NA,"3"
"1660",18,1649,1,"24",NA,NA,"1"
"1661",18,1649,2,"95","2","20","0"
"1662",18,1658,1,"24","1","22","1"
"1663",18,1658,2,"91",NA,NA,"3"
"1664",18,1661,1,"45",NA,NA,"2"
"1665",18,1661,2,"37",NA,NA,"3"
"1666",18,1662,1,"37",NA,NA,"3"
"1667",18,1664,1,"24",NA,NA,"2"
"1668",18,1664,2,"37",NA,NA,"3"
"1669",18,1664,3,"91",NA,NA,"3"
"1670",18,1665,1,"37",NA,NA,"2"
"1671",18,1668,1,"26",NA,NA,"1"
"1672",18,1670,1,"22","19","30","0"
"1673",18,1674,1,"21","9","30","1"
"1674",18,1677,1,"24","6","25","2"
"1675",18,1685,1,"15",NA,NA,"3"
"1676",18,1703,1,"78","1","45","0"
"1677",18,1704,1,"43",NA,NA,"3"
"1678",18,1704,2,"45",NA,NA,"3"
"1679",18,1712,1,"43",NA,NA,"3"
"1680",18,1712,2,"45",NA,NA,"1"
"1681",18,1717,1,"72",NA,NA,"1"
"1682",18,1718,1,"45",NA,NA,"3"
"1683",18,1722,1,"45","9","30","3"
"1684",18,1726,1,"45","1","25","3"
"1685",18,1731,1,"45","2","22","3"
"1686",18,1733,1,"37",NA,NA,"1"
"1687",18,1736,1,"24","1","30","1"
"1688",18,1742,1,"24",NA,NA,"1"
"1689",18,1745,1,"24",NA,NA,"1"
"1690",18,1746,1,"24",NA,NA,"1"
"1691",18,1747,1,"24","1","35","1"
"1692",18,1748,1,"24",NA,NA,"1"
"1693",18,1749,1,"24",NA,NA,"3"
"1694",18,1754,1,"24",NA,NA,"2"
"1695",18,1754,2,"37",NA,NA,"3"
"1696",18,1754,3,"93",NA,NA,"1"
"1697",18,1756,1,"24",NA,NA,"1"
"1698",18,1758,1,"46","1","17","3"
"1699",18,1760,1,"45",NA,NA,"3"
"1700",18,1761,1,"24","1","35","1"
"1701",18,1762,1,"37",NA,NA,"3"
"1702",18,1762,2,"24",NA,NA,"1"
"1703",18,1764,1,"45","10","30","3"
"1704",18,1764,2,"37",NA,NA,"1"
"1705",18,1766,1,"45",NA,NA,"3"
"1706",18,1771,1,"45",NA,NA,"3"
"1707",18,1771,2,"37",NA,NA,"3"
"1708",18,1771,3,"24",NA,NA,"1"
"1709",18,1773,1,"45",NA,NA,"3"
"1710",18,1776,1,"26","5","35","1"
"1711",18,1776,2,"45",NA,NA,"1"
"1712",18,1777,1,"45",NA,NA,"3"
"1713",18,1778,1,"95","3","30","0"
"1714",18,1779,1,"45",NA,NA,"3"
"1715",18,1781,1,"15","1","24","3"
"1716",18,1781,2,"76",NA,NA,"1"
"1717",18,1782,1,"45",NA,NA,"3"
"1718",18,1782,2,"25",NA,NA,"1"
"1719",18,1786,1,"45","14","20","3"
"1720",18,1787,1,"26","2","30","1"
"1721",18,1787,2,"66","4","20","0"
"1722",18,1794,1,"37",NA,NA,"3"
"1723",18,1795,1,"91",NA,NA,"3"
"1724",18,1797,1,"24",NA,NA,"1"
"1725",18,1801,1,"37",NA,NA,"3"
"1726",18,1801,2,"91",NA,NA,"3"
"1727",18,1804,1,"95","4","30","0"
"1728",18,1805,1,"66","27","20","3"
"1729",18,1805,2,"69",NA,NA,"3"
"1730",18,1807,1,"69",NA,NA,"1"
"1731",18,1808,1,"69",NA,NA,"3"
"1732",18,1811,1,"24","1","25","0"
"1733",18,1811,2,"69",NA,NA,"3"
"1734",18,1812,1,"45",NA,NA,"3"
"1735",18,1812,2,"37","5","15","3"
"1736",18,1814,1,"45","3","20","3"
"1737",18,1818,1,"45","1","20","2"
"1738",18,1822,1,"45",NA,NA,"3"
"1739",18,1822,2,"46",NA,NA,"1"
"1740",18,1823,1,"45","5","20","3"
"1741",18,1824,1,"45","10","20","3"
"1742",18,1825,1,"45",NA,NA,"3"
"1743",18,1827,1,"45",NA,NA,"2"
"1744",18,1827,2,"37",NA,NA,"3"
"1745",18,1831,1,"24","5","25","1"
"1746",18,1831,2,"66",NA,NA,"1"
"1747",18,1836,1,"95","3","30","1"
"1748",18,1836,2,"66",NA,NA,"1"
"1749",18,1837,1,"24","1","25","0"
"1750",18,1837,2,"69",NA,NA,"3"
"1751",18,1838,1,"46",NA,NA,"3"
"1752",18,1838,2,"26","1","20","0"
"1753",18,1838,3,"24","1","20","0"
"1754",18,1838,4,"37",NA,NA,"3"
"1755",18,1839,1,"46",NA,NA,"2"
"1756",18,1839,2,"24","2","45","0"
"1757",18,1839,3,"37",NA,NA,"3"
"1758",18,1230,1,"15",NA,NA,"3"
"1759",18,1515,1,"24",NA,NA,"2"
"1760",18,1515,2,"45","1","20","3"
"1761",18,1516,1,"26",NA,NA,"1"
"1762",18,1516,2,"24",NA,NA,"1"
"1763",18,1516,3,"37",NA,NA,"1"
"1764",18,1520,1,"24",NA,NA,"2"
"1765",18,1523,1,"45",NA,NA,"3"
"1766",18,1528,1,"37",NA,NA,"3"
"1767",18,1529,1,"24","1","25","0"
"1768",18,1529,2,"37",NA,NA,"3"
"1769",18,1532,1,"23",NA,NA,"1"
"1770",18,1532,2,"37","5","25","3"
"1771",18,1533,1,"24",NA,NA,"1"
"1772",18,1533,2,"37",NA,NA,"1"
"1773",18,1536,1,"57","22","55","2"
"1774",18,1537,1,"24",NA,NA,"2"
"1775",18,1540,1,"24","1","40","0"
"1776",18,1540,2,"93",NA,NA,"1"
"1777",18,1541,1,"37",NA,NA,"3"
"1778",18,1541,2,"93",NA,NA,"3"
"1779",18,1545,1,"26",NA,NA,"1"
"1780",18,1545,2,"45",NA,NA,"2"
"1781",18,1546,1,"24",NA,NA,"3"
"1782",18,1546,2,"37",NA,NA,"3"
"1783",18,1547,1,"37",NA,NA,"3"
"1784",18,1548,1,"24",NA,NA,"1"
"1785",18,1558,1,"45",NA,NA,"2"
"1786",18,1558,2,"37",NA,NA,"1"
"1787",18,1559,1,"24",NA,NA,"1"
"1788",18,1562,1,"24","1","23","1"
"1789",18,1562,2,"45","2","20","3"
"1790",18,1562,3,"37","1","19","3"
"1791",18,1566,1,"37",NA,NA,"1"
"1792",18,1567,1,"24",NA,NA,"1"
"1793",18,1567,2,"37",NA,NA,"1"
"1794",18,1568,1,"24","1","20","0"
"1795",18,1568,2,"37",NA,NA,"1"
"1796",18,1569,1,"24",NA,NA,"2"
"1797",18,1572,1,"26",NA,NA,"1"
"1798",18,1572,2,"45",NA,NA,"3"
"1799",18,1572,3,"37",NA,NA,"3"
"1800",18,1574,1,"26","1","25","0"
"1801",18,1574,2,"24",NA,NA,"1"
"1802",18,1576,1,"26","1","35","1"
"1803",18,1549,1,"45","2","25","3"
"1804",18,1549,2,"37",NA,NA,"1"
"1805",18,510,1,"24","3","25","3"
"1806",18,510,2,"45",NA,NA,"2"
"1807",18,510,3,"37",NA,NA,"3"
"1808",18,882,1,"45","41","30","3"
"1809",18,882,2,"15",NA,NA,"1"
"1810",18,1330,1,"26","1","30","0"
"1811",18,1437,1,"4",NA,NA,"1"
"1812",18,1437,2,"45",NA,NA,"1"
"1813",18,1439,1,"45",NA,NA,"1"
"1814",18,1443,1,"45","2","40","3"
"1815",18,1485,1,"24","1","40","1"
"1816",18,1485,2,"45",NA,NA,"1"
"1817",18,1617,1,"24",NA,NA,"1"
"1818",18,1617,2,"45","1","35","3"
"1819",18,1632,1,"91","16","30","3"
"1820",18,1647,1,"24",NA,NA,"2"
"1821",18,1663,1,"24","3","32","3"
"1822",18,1663,2,"45",NA,NA,"3"
"1823",18,1663,3,"37",NA,NA,"3"
"1824",18,1713,1,"43","5","25","3"
"1825",18,1713,2,"45",NA,NA,"3"
"1826",18,1290,1,"21",NA,NA,"1"
"1827",18,1298,1,"15",NA,NA,"1"
"1828",18,1312,1,"26",NA,NA,"1"
"1829",18,1312,2,"45","12","30","3"
"1830",18,1319,1,"45","9","25","3"
"1831",18,1319,2,"26",NA,NA,"1"
"1832",18,1320,1,"25",NA,NA,"1"
"1833",18,1320,2,"15",NA,NA,"3"
"1834",18,1320,3,"95",NA,NA,"1"
"1835",18,1323,1,"45","24","35","3"
"1836",18,1323,2,"26","2","40","1"
"1837",18,1327,1,"25","2","30","1"
"1838",18,1327,2,"45","1","30","1"
"1839",18,1333,1,"26",NA,NA,"1"
"1840",18,1333,2,"45",NA,NA,"1"
"1841",18,1333,3,"15",NA,NA,"1"
"1842",18,1340,1,"45",NA,NA,"3"
"1843",18,1346,1,"45",NA,NA,"1"
"1844",18,1351,1,"26","2","30","1"
"1845",18,1351,2,"21","2","30","0"
"1846",18,1368,1,"45",NA,NA,"1"
"1847",18,1408,1,"21","16","20","2"
"1848",18,1408,2,"15",NA,NA,"3"
"1849",18,1413,1,"45","11","25","3"
"1850",18,1421,1,"25","3","20","0"
"1851",18,1421,2,"45",NA,NA,"3"
"1852",18,1534,1,"24",NA,NA,"1"
"1853",18,1534,2,"23",NA,NA,"1"
"1854",18,1534,3,"37",NA,NA,"3"
"1855",18,886,1,"45",NA,NA,"1"
"1856",18,915,1,"24",NA,NA,"2"
"1857",18,956,1,"45",NA,NA,"3"
"1858",18,967,1,"57",NA,NA,"1"
"1859",18,967,2,"45",NA,NA,"2"
"1860",18,993,1,"45","3","35","3"
"1861",18,1008,1,"24","4","25","0"
"1862",18,1020,1,"24","2","30","0"
"1863",18,1028,1,"39",NA,NA,"3"
"1864",18,1028,2,"37",NA,NA,"3"
"1865",18,1040,1,"26","5","30","1"
"1866",18,1085,1,"26","3","25","0"
"1867",18,1085,2,"45",NA,NA,"1"
"1868",18,1091,1,"25","1","20","1"
"1869",18,1093,1,"25","1","25","0"
"1870",18,1093,2,"15",NA,NA,"2"
"1871",18,1093,3,"17","1","25","0"
"1872",18,1093,4,"45","1","35","3"
"1873",18,1093,5,"37",NA,NA,"3"
"1874",18,1094,1,"25","2","20","0"
"1875",18,1094,2,"45",NA,NA,"3"
"1876",18,1094,3,"21",NA,NA,"1"
"1877",18,1097,1,"45",NA,NA,"3"
"1878",18,1102,1,"25","3","25","1"
"1879",18,1102,2,"45",NA,NA,"1"
"1880",18,1111,1,"25","7","30","1"
"1881",18,1120,1,"45","2","20","3"
"1882",18,1133,1,"25","2","25",NA
"1883",18,1133,2,"21","4","20","1"
"1884",18,1131,1,"21",NA,NA,"1"
"1885",18,1131,2,"25",NA,NA,"1"
"1886",18,1131,3,"15",NA,NA,"3"
"1887",18,1136,1,"25","1","25","0"
"1888",18,1136,2,"21","2","30","0"
"1889",18,1137,1,"21",NA,NA,"1"
"1890",18,1137,2,"15",NA,NA,"3"
"1891",18,1193,1,"45",NA,NA,"2"
"1892",18,1207,1,"45",NA,NA,"2"
"1893",18,862,1,"45","2","40","0"
"1894",18,862,2,"44","8","50","0"
"1895",18,56,1,"25","5","20","1"
"1896",18,56,2,"37",NA,NA,"3"
"1897",18,56,3,"45",NA,NA,"3"
"1898",18,890,1,"45","2","28","3"
"1899",18,890,2,"44",NA,NA,"2"
"1900",18,890,3,"2",NA,NA,"2"
"1901",18,890,4,"15",NA,NA,"3"
"1902",18,1522,1,"23","4","25","1"
"1903",18,1522,2,"45",NA,NA,"1"
"1904",18,1522,3,"37",NA,NA,"2"
"1905",18,7,1,"45",NA,NA,"3"
"1906",18,7,2,"15",NA,NA,"1"
"1907",18,13,1,"45","5","30","3"
"1908",18,13,2,"37",NA,NA,"1"
"1909",18,45,1,"45",NA,NA,"3"
"1910",18,45,2,"37","1","15","3"
"1911",18,65,1,"45",NA,NA,"3"
"1912",18,65,2,"37","2","20",NA
"1913",18,65,3,"15",NA,NA,"1"
"1914",18,69,1,"45","1","30","3"
"1915",18,69,2,"37","5","15","3"
"1916",18,89,1,"25","1","20","1"
"1917",18,89,2,"15",NA,NA,"1"
"1918",18,94,1,"37",NA,NA,"1"
"1919",18,94,2,"45",NA,NA,"2"
"1920",18,94,3,"15","1","35","1"
"1921",18,115,1,"45",NA,NA,"2"
"1922",18,115,2,"24",NA,NA,"1"
"1923",18,115,3,"37","9","20","2"
"1924",18,162,1,"37","1","25","0"
"1925",18,162,2,"45",NA,NA,"2"
"1926",18,162,3,"15",NA,NA,"2"
"1927",18,181,1,"24","3","30","0"
"1928",18,181,2,"37",NA,NA,"1"
"1929",18,184,1,"24",NA,NA,"1"
"1930",18,195,1,"25","2","25","0"
"1931",18,195,2,"45","13","25","3"
"1932",18,195,3,"37",NA,NA,"3"
"1933",18,203,1,"25",NA,NA,"1"
"1934",18,203,2,"37",NA,NA,"3"
"1935",18,203,3,"45",NA,NA,"1"
"1936",18,232,1,"39",NA,NA,"3"
"1937",18,232,2,"24",NA,NA,"1"
"1938",18,232,3,"45",NA,NA,"1"
"1939",18,248,1,"24","26","30","3"
"1940",18,248,2,"45","18","20","3"
"1941",18,248,3,"37",NA,NA,"1"
"1942",18,248,4,"15",NA,NA,"1"
"1943",18,316,1,"24","2","40","1"
"1944",18,316,2,"39",NA,NA,"1"
"1945",18,346,1,"45","7","20","3"
"1946",18,346,2,"37",NA,NA,"1"
"1947",18,119,1,"37",NA,NA,"2"
"1948",18,457,1,"24",NA,NA,"1"
"1949",18,457,2,"45","10","20","3"
"1950",18,457,3,"37",NA,NA,"3"
"1951",18,460,1,"45","8","30","3"
"1952",18,460,2,"37",NA,NA,"1"
"1953",18,502,1,"24","1","20","1"
"1954",18,502,2,"45","13","20","3"
"1955",18,502,3,"37",NA,NA,"3"
"1956",18,509,1,"24","2","25","2"
"1957",18,509,2,"45","5","35","3"
"1958",18,509,3,"37",NA,NA,"3"
"1959",18,515,1,"24",NA,NA,"1"
"1960",18,515,2,"45",NA,NA,"3"
"1961",18,515,3,"37",NA,NA,"3"
"1962",18,516,1,"24","3","30","2"
"1963",18,516,2,"45","19","25","3"
"1964",18,532,1,"45","22","35","3"
"1965",18,532,2,"15",NA,NA,"3"
"1966",18,551,1,"45","12","24","3"
"1967",18,562,1,"45","7","20","3"
"1968",18,562,2,"93","2","25","1"
"1969",18,583,1,"45",NA,NA,"3"
"1970",18,601,1,"37",NA,NA,"3"
"1971",18,602,1,"45","27","35","3"
"1972",18,602,2,"95",NA,NA,"2"
"1973",18,602,3,"15",NA,NA,"1"
"1974",18,668,1,"25","4","20","1"
"1975",18,668,2,"95",NA,NA,"2"
"1976",18,668,3,"2",NA,NA,"1"
"1977",18,669,1,"25","4","25","0"
"1978",18,669,2,"45","8","25","3"
"1979",18,684,1,"24",NA,NA,"2"
"1980",18,684,2,"45","1","20","3"
"1981",18,684,3,"37",NA,NA,"3"
"1982",18,712,1,"24","3","30","2"
"1983",18,712,2,"45","4","20",NA
"1984",18,712,3,"37",NA,NA,"3"
"1985",18,717,1,"25","1","50","0"
"1986",18,717,2,"15","1","20","3"
"1987",18,717,3,"37",NA,NA,"1"
"1988",18,721,1,"21","2","25","0"
"1989",18,721,2,"37",NA,NA,"3"
"1990",18,721,3,"39",NA,NA,"1"
"1991",18,733,1,"25","1","50","0"
"1992",18,736,1,"26","2","20","0"
"1993",18,736,2,"25","4","25","1"
"1994",18,752,1,"58","6","70","2"
"1995",18,752,2,"25",NA,NA,"1"
"1996",18,752,3,"45",NA,NA,"1"
"1997",18,753,1,"26","1","20","1"
"1998",18,753,2,"25","1","20","0"
"1999",18,756,1,"25","1","20","1"
"2000",18,769,1,"45","2","35","3"
"2001",18,784,1,"45",NA,NA,"2"
"2002",18,841,1,"45","5","25","3"
"2003",18,841,2,"4","6","30","3"
"2004",18,856,1,"45",NA,NA,"3"
"2005",18,861,1,"21","2","32","0"
"2006",18,861,2,"15",NA,NA,"3"
"2007",18,870,1,"24","5","55","0"
"2008",18,1721,1,"43","2","30","3"
"2009",18,1721,2,"45",NA,NA,"1"
"2010",18,1738,1,"24","2","35","0"
"2011",18,1738,2,"93",NA,NA,"1"
"2012",18,1792,1,"24","6","40","0"
"2013",18,1806,1,"24","17","30","2"
"2014",18,1815,1,"45","1","20","3"
"2015",18,1815,2,"44","2","30","2"
"2016",18,1855,1,"15",NA,NA,"1"
"2017",18,1440,1,"24",NA,NA,"1"
"2018",18,1725,1,"45","2","25","3"
"2019",18,1251,1,"37",NA,NA,"3"
"2020",18,1067,1,"45",NA,NA,"3"
"2021",18,1355,1,"15",NA,NA,"1"
"2022",18,1355,2,"95",NA,NA,"2"
"2023",18,1034,1,"25",NA,NA,"1"
"2024",18,1092,1,"45",NA,NA,"3"
"2025",18,1109,1,"15",NA,NA,"3"
"2026",18,1109,2,"45",NA,NA,"3"
"2027",18,84,1,"45","14","20","3"
"2028",18,84,2,"37",NA,NA,"1"
"2029",18,690,1,"24",NA,NA,"1"
"2030",18,690,2,"45",NA,NA,"3"
"2031",18,452,1,"45","15","20","3"
"2032",18,452,2,"37",NA,NA,"1"
"2033",18,6,1,"45","16","30","3"
"2034",18,6,2,"15",NA,NA,"1"
"2035",18,99,1,"25",NA,NA,"1"
"2036",18,99,2,"45","3","25","3"
"2037",18,99,3,"15",NA,NA,"1"
"2038",18,124,1,"39","3","25","2"
"2039",18,124,2,"37",NA,NA,"1"
"2040",18,124,3,"4",NA,NA,"1"
"2041",18,448,1,"24",NA,NA,"1"
"2042",18,448,2,"37","3","4","3"
"2043",18,448,3,"45",NA,NA,"2"
"2044",18,608,1,"45","27","25","3"
"2045",18,608,2,"95",NA,NA,"2"
"2046",18,817,1,"24","3","45","0"
"2047",18,1365,1,"25","6","40","2"
"2048",18,1656,1,"45",NA,NA,"3"
"2049",18,1861,1,"58","4","40","0"
"2050",18,454,1,"45","4","30","3"
"2051",18,454,2,"25","1","50","0"
"2052",18,454,3,"37",NA,NA,"1"
"2053",18,12,1,"45",NA,NA,"3"
"2054",18,12,2,"15",NA,NA,"3"
"2055",18,79,1,"45","2","15","3"
"2056",18,1276,1,"2",NA,NA,"3"
